aluminum,tweety,0,3.0678348541259766,0.8073580265045166,3.5004589557647705,3.5323472023010254,10.907999038696289,585
aluminum,tweety,1,2.879855155944824,0.8133790493011475,3.429816722869873,3.4159750938415527,10.539026021957397,585
aluminum,tweety,2,2.8812148571014404,0.8177289962768555,3.380737066268921,3.2919857501983643,10.371666669845581,585
aluminum,tweety,3,2.833414077758789,0.8147149085998535,3.3011069297790527,3.2621049880981445,10.21134090423584,585
aluminum,tweety,4,2.8320350646972656,0.815500020980835,3.2653629779815674,3.2375857830047607,10.150483846664429,585
ascent,tweety,0,8.444283723831177,1.980071783065796,7.500195741653442,7.347931861877441,25.272483110427856,808
ascent,tweety,1,6.917217016220093,1.7818989753723145,6.839406728744507,7.26092529296875,22.799448013305664,808
ascent,tweety,2,6.935089349746704,1.8111920356750488,6.801635026931763,7.22580099105835,22.773717403411865,808
ascent,tweety,3,6.960469961166382,1.809316873550415,6.815453052520752,7.350291013717651,22.9355309009552,808
ascent,tweety,4,7.009929895401001,1.810460090637207,6.858476877212524,7.376286268234253,23.055153131484985,808
axom,tweety,0,6.810041904449463,1.7574830055236816,6.72408127784729,7.481821060180664,22.7734272480011,800
axom,tweety,1,6.571729898452759,1.7394120693206787,6.723498821258545,7.599969148635864,22.634609937667847,800
axom,tweety,2,6.579615831375122,1.7397079467773438,6.773077011108398,7.563163995742798,22.655564785003662,800
axom,tweety,3,6.811689853668213,1.7454071044921875,6.803523063659668,7.641535043716431,23.0021550655365,800
axom,tweety,4,6.565737962722778,1.7391259670257568,6.703646183013916,7.539013862609863,22.547523975372314,800
blt,tweety,0,2.6282169818878174,0.8001649379730225,3.1948230266571045,2.1375339031219482,8.760738849639893,582
blt,tweety,1,2.6338601112365723,0.7848160266876221,3.15449595451355,2.2282397747039795,8.801411867141724,582
blt,tweety,2,2.8896429538726807,0.7760519981384277,3.1722638607025146,2.251520872116089,9.089479684829712,582
blt,tweety,3,2.622722864151001,0.7746078968048096,3.197200059890747,2.2009661197662354,8.795496940612793,582
blt,tweety,4,2.6265480518341064,0.7690958976745605,3.195850133895874,2.2514681816101074,8.842962265014648,582
caliper,tweety,0,2.735619068145752,0.8174099922180176,3.4521520137786865,4.1448259353637695,11.150007009506226,598
caliper,tweety,1,2.74285888671875,0.7983551025390625,3.3661539554595947,4.1509010791778564,11.058269023895264,598
caliper,tweety,2,2.729527711868286,0.7982311248779297,3.380544662475586,4.091341257095337,10.999644756317139,598
caliper,tweety,3,2.730492115020752,0.7919600009918213,3.3409390449523926,4.037864923477173,10.901256084442139,598
caliper,tweety,4,2.707357168197632,0.7955999374389648,3.370988130569458,4.197960138320923,11.071905374526978,598
